0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,
2,
3,
5,
8,
15,
20,
34,
54,
89,
145,
229,
347,
531,
878,
1314,
1990,
2823,
3961,
5777,
9325,
15078,
24411,
39461,
63883,
103389,
167375,
270779,
437695,
712975

